source,target,weight,bits
A0A6J6BMV8,A0A381NTP3,0.412,147
A0A6J6BMV8,A0A382YNP5,0.402,144
A0A6J6BMV8,A0A644TR86,0.399,143
A0A6J6BMV8,A0A645B269,0.397,142
A0A6J6BMV8,A0A644XIS9,0.391,140
A0A6J6BMV8,A0A381UKZ5,0.386,137
A0A6J6BMV8,A0A382BSA6,0.389,136
A0A6J6BMV8,A0A381YCQ9,0.386,134
A0A6J6BMV8,A0A382BJP1,0.375,132
A0A6J6BMV8,A0A644YX24,0.377,131
A0A6J6BMV8,A0A381SM42,0.383,131
A0A6J6BMV8,A0A6J6CM05,0.371,128
A0A6J6BMV8,A0A382WL77,0.375,128
A0A6J6BMV8,A0A381ZVK2,0.376,126
A0A6J6BMV8,A0A645BU40,0.359,124
A0A6J6BMV8,A0A381RUV8,0.362,123
A0A6J6BMV8,A0A644WAX3,0.351,122
A0A6J6BMV8,A0A644ZDJ2,0.35,121
A0A6J6BMV8,A0A2H9TBZ9,0.35,119
A0A6J6BMV8,A0A380TAR9,0.359,119
A0A6J6BMV8,A0A381UMH9,0.353,119
A0A6J6BMV8,A0A381TAP7,0.34,115
A0A6J6BMV8,A0A382JQW3,0.349,113
A0A6J6BMV8,A0A381PM74,0.336,111
A0A6J6BMV8,A0A381Q0T0,0.334,110
A0A6J6BMV8,A0A645G9J6,0.327,110
A0A6J6BMV8,A0A484RFP6,0.341,109
A0A6J6BMV8,A0A381YI49,0.397,106
A0A6J6BMV8,A0A6J6D5R5,0.324,106
A0A6J6BMV8,A0A382AXX9,0.336,105
A0A6J6BMV8,A0A383EVV5,0.37,104
A0A6J6BMV8,A0A382X5I9,0.342,104
A0A6J6BMV8,A0A094PRH3,0.315,104
A0A6J6BMV8,A0A382J1X9,0.319,101
A0A6J6BMV8,A0A381QJF2,0.36,100
A0A6J6BMV8,A0A381W471,0.311,99
A0A6J6BMV8,A0A382BC58,0.311,99
A0A381Q0T0,A0A381PM74,0.8,332
A0A381Q0T0,A0A2H9TBZ9,0.569,202
A0A381Q0T0,A0A381ZVK2,0.512,175
A0A381Q0T0,A0A484RFP6,0.477,167
A0A381Q0T0,A0A381YCQ9,0.447,154
A0A381Q0T0,A0A6J6F1Z8,0.45,151
A0A381Q0T0,A0A383EVV5,0.488,144
A0A381Q0T0,A0A6J6ASR3,0.421,140
A0A381Q0T0,A0A6J6AEE3,0.419,139
A0A381Q0T0,A0A382BSA6,0.42,138
A0A381Q0T0,A0A380TAR9,0.417,138
A0A381Q0T0,A0A381YI49,0.5,137
A0A381Q0T0,A0A382AXX9,0.42,136
A0A381Q0T0,A0A381UKZ5,0.399,135
A0A381Q0T0,A0A6J6CM05,0.407,134
A0A381Q0T0,A0A6J5ZBM4,0.408,134
A0A381Q0T0,A0A644YX24,0.407,134
A0A381Q0T0,A0A094PXK9,0.41,134
A0A381Q0T0,A0A6J6BED1,0.387,130
A0A381Q0T0,A0A644TR86,0.402,129
A0A381Q0T0,A0A644XIS9,0.387,128
A0A381Q0T0,A0A381Z5C4,0.395,126
A0A381Q0T0,A0A382JQW3,0.386,126
A0A381Q0T0,A0A381XUL9,0.388,124
A0A381Q0T0,A0A381SM42,0.367,122
A0A381Q0T0,A0A6J5ZDS3,0.365,120
A0A381Q0T0,A0A644ZDJ2,0.373,116
A0A381Q0T0,A0A381NTP3,0.369,116
A0A381Q0T0,A0A6J6FLY4,0.358,116
A0A381Q0T0,A0A382YNP5,0.351,115
A0A381Q0T0,A0A645BU40,0.373,115
A0A381Q0T0,A0A381TAP7,0.359,113
A0A381Q0T0,A0A094PRH3,0.341,112
A0A381Q0T0,A0A645B269,0.355,110
A0A381Q0T0,A0A382X5I9,0.376,109
A0A381Q0T0,A0A644WAX3,0.35,109
A0A381Q0T0,A0A381QJF2,0.406,109
A0A381Q0T0,A0A2P2C6S4,0.336,109
A0A381Q0T0,A0A6J6BMV8,0.341,108
A0A381Q0T0,A0A2P2C335,0.352,108
A0A381Q0T0,A0A382BJP1,0.333,107
A0A381Q0T0,A0A382TN05,0.339,104
A0A381Q0T0,A0A381W471,0.329,102
A0A381Q0T0,A0A645G9J6,0.335,101
A0A381Q0T0,A0A6J6D5R5,0.333,100
A0A381Q0T0,A0A382J1X9,0.333,100
A0A381Q0T0,A0A382WL77,0.332,100
A0A381Q0T0,A0A382BC58,0.343,90
A0A381Q0T0,A0A381RUV8,0.359,89
A0A382CHT4,A0A6J6A3L1,0.76,797
A0A382CHT4,A0A6J6ASS5,0.756,792
A0A382CHT4,A0A6J6B4W8,0.691,706
A0A382CHT4,A0A2P2C0V8,0.676,694
A0A382CHT4,A0A6J6CEA8,0.681,687
A0A382CHT4,A0A6J6E6T3,0.659,663
A0A382CHT4,A0A2P2CJH2,0.638,655
A0A382CHT4,A0A382J197,0.75,529
A0A382CHT4,A0A382GIQ4,0.779,395
A0A382CHT4,A0A382HFT6,0.779,394
A0A484RFP6,A0A2H9TBZ9,0.482,167
A0A484RFP6,A0A381PM74,0.469,164
A0A484RFP6,A0A381Q0T0,0.466,162
A0A484RFP6,A0A644XIS9,0.424,146
A0A484RFP6,A0A645BU40,0.425,143
A0A484RFP6,A0A381ZVK2,0.436,142
A0A484RFP6,A0A380TAR9,0.414,141
A0A484RFP6,A0A6J6CM05,0.414,139
A0A484RFP6,A0A644TR86,0.401,132
A0A484RFP6,A0A381YI49,0.483,128
A0A484RFP6,A0A6J6AEE3,0.387,125
A0A484RFP6,A0A381RUV8,0.367,122
A0A484RFP6,A0A382BC58,0.37,122
A0A484RFP6,A0A382JQW3,0.373,121
A0A484RFP6,A0A094PXK9,0.375,120
A0A484RFP6,A0A383EVV5,0.429,119
A0A484RFP6,A0A381XUL9,0.37,119
A0A484RFP6,A0A2P2C6S4,0.36,119
A0A484RFP6,A0A381UMH9,0.352,117
A0A484RFP6,A0A382TN05,0.361,117
A0A484RFP6,A0A381UKZ5,0.362,117
A0A484RFP6,A0A382WL77,0.36,115
A0A484RFP6,A0A381YCQ9,0.36,115
A0A484RFP6,A0A6J6F1Z8,0.358,114
A0A484RFP6,A0A382AXX9,0.362,113
A0A484RFP6,A0A2P2C335,0.357,113
A0A484RFP6,A0A094PRH3,0.36,113
A0A484RFP6,A0A6J5ZBM4,0.357,112
A0A484RFP6,A0A6J6BED1,0.344,108
A0A484RFP6,A0A381SM42,0.34,108
A0A484RFP6,A0A381TAP7,0.343,108
A0A484RFP6,A0A6J5ZDS3,0.337,108
A0A484RFP6,A0A381NTP3,0.341,106
A0A484RFP6,A0A381Z5C4,0.342,105
A0A484RFP6,A0A644YX24,0.335,104
A0A484RFP6,A0A6J6ASR3,0.338,104
A0A484RFP6,A0A382BJP1,0.325,104
A0A484RFP6,A0A6J6BMV8,0.328,103
A0A484RFP6,A0A644ZDJ2,0.336,102
A0A484RFP6,A0A644WAX3,0.329,101
A0A484RFP6,A0A382BSA6,0.323,98
A0A484RFP6,A0A382X5I9,0.34,98
A0A484RFP6,A0A6J6FLY4,0.308,94
A0A484RFP6,A0A645B269,0.307,92
A0A6J6BUT7,A0A6J5Z7A0,0.491,730
A0A6J6BUT7,A0A6C0ADR2,0.366,51
A0A6C0LR39,A0A6C0KI02,0.878,2046
A0A6C0LR39,A0A6C0DLX9,0.596,1279
A0A6C0LR39,A0A6C0E9T3,0.596,1279
A0A6C0LR39,A0A6C0DRP4,0.587,1253
A0A6C0LR39,A0A6C0ETN6,0.542,1229
A0A6C0LR39,A0A6C0ASE4,0.574,1228
A0A6C0LR39,A0A6C0B3Y6,0.574,1206
A0A6C0LR39,A0A6C0B911,0.561,1182
A0A6C0LR39,A0A6C0H329,0.549,1141
A0A6C0LR39,A0A6C0D598,0.54,1141
A0A6C0LR39,A0A6C0JJL0,0.499,1109
A0A6C0LR39,A0A6C0HQM4,0.529,1090
A0A6C0LR39,A0A6C0D834,0.523,1090
A0A6C0LR39,A0A6C0B248,0.523,1073
A0A6C0LR39,A0A6C0AR55,0.516,1052
A0A6C0LR39,A0A6C0I8D9,0.508,1038
A0A6C0LR39,A0A6C0ESH1,0.507,1032
A0A6C0LR39,A0A6C0F7I1,0.505,1028
A0A6C0LR39,A0A6C0EFD9,0.506,1027
A0A6C0LR39,A0A6C0LDL2,0.497,1021
A0A6C0LR39,A0A6C0DLZ7,0.503,1018
A0A6C0LR39,A0A6C0CXA7,0.497,1015
A0A6C0LR39,A0A6C0BC56,0.501,1014
A0A6C0LR39,A0A6C0E7Y7,0.492,1011
A0A6C0LR39,A0A6C0CK20,0.488,999
A0A6C0LR39,A0A6C0C3J4,0.468,980
A0A6C0LR39,A0A6C0F3T9,0.487,978
A0A6C0LR39,A0A6C0CQ84,0.47,936
A0A6C0LR39,A0A6C0LKA9,0.467,933
A0A6C0LR39,A0A6C0BXB1,0.467,933
A0A6C0LR39,A0A6C0AXS7,0.461,910
A0A6C0LR39,A0A6C0JAK9,0.419,813
A0A6C0LR39,A0A6C0H424,0.383,751
A0A6C0LR39,A0A6C0KP26,0.398,750
A0A6C0LR39,A0A6C0D714,0.396,747
A0A6C0LR39,A0A6C0C4N0,0.395,740
A0A6C0LR39,A0A6C0AUP9,0.385,715
A0A6C0LR39,A0A6C0KWD2,0.408,216
A0A6P2D2L2,A0A6P2DLR7,0.364,119
A0A6P2D2L2,A0A6P2CY33,0.302,93
A0A094QIB6,A0A6J6CFV0,0.317,102
A0A094QIB6,A0A6J6CNN8,0.307,93
A0A094QIB6,A0A6J5YFN0,0.318,90
A0A094QIB6,A0A645JM79,0.347,70
A0A094QIB6,A0A644TLT6,0.322,60
A0A381U828,A0A6J5YPW5,0.592,1013
A0A381U828,A0A6J6CA11,0.589,1006
A0A381U828,A0A6J6H2S2,0.588,1004
A0A381U828,A0A094Q8E9,0.581,991
A0A380T9A5,A0A644VRP9,0.57,450
A0A380T9A5,A0A381QJD9,0.533,429
A0A381UCT6,A0A381PLY7,0.425,383
A0A381UCT6,A0A381XCR9,0.422,377
A0A381UCT6,A0A381UR02,0.416,370
A0A381UCT6,A0A382AZ99,0.405,359
A0A381UCT6,A0A644TXX6,0.37,317
A0A381UCT6,A0A381QL30,0.335,268
A0A381UCT6,A0A381MYX2,0.331,260
A0A381UCT6,A0A484HBH2,0.313,248
A0A381UCT6,A0A381NCE6,0.307,243
A0A381UCT6,A0A381R409,0.311,237
A0A381UCT6,A0A381QM57,0.301,230
A0A381UCT6,A0A381T7V2,0.305,228
A0A381UCT6,A0A381SX73,0.304,227
A0A644WQ43,A0A644W908,0.394,541
A0A644WQ43,A0A381VVK0,0.363,485
A0A6J7FCU3,A0A6J6A063,0.557,489
A0A6J7FCU3,A0A6J7EJK4,0.544,475
A0A6J7FCU3,A0A6J7CTX4,0.526,452
A0A6J7FCU3,A0A6J7LL73,0.497,417
A0A6J7FCU3,A0A3B0RLP0,0.441,348
A0A380TAR9,A0A382X5I9,0.563,182
A0A380TAR9,A0A6J6BED1,0.443,153
A0A380TAR9,A0A644XIS9,0.447,152
A0A380TAR9,A0A382J1X9,0.446,152
A0A380TAR9,A0A644TR86,0.434,147
A0A380TAR9,A0A645BU40,0.439,147
A0A380TAR9,A0A381PM74,0.418,141
A0A380TAR9,A0A484RFP6,0.412,139
A0A380TAR9,A0A6J6CM05,0.408,136
A0A380TAR9,A0A645B269,0.411,135
A0A380TAR9,A0A094PRH3,0.39,134
A0A380TAR9,A0A6J5ZDS3,0.398,133
A0A380TAR9,A0A2P2C6S4,0.38,133
A0A380TAR9,A0A381Q0T0,0.403,131
A0A380TAR9,A0A2P2C335,0.392,128
A0A380TAR9,A0A094PXK9,0.39,128
A0A380TAR9,A0A644YX24,0.385,126
A0A380TAR9,A0A6J6ASR3,0.386,125
A0A380TAR9,A0A6J6AEE3,0.383,124
A0A380TAR9,A0A2H9TBZ9,0.381,124
A0A380TAR9,A0A382WL77,0.386,123
A0A380TAR9,A0A6J6F1Z8,0.368,119
A0A380TAR9,A0A381UKZ5,0.366,118
A0A380TAR9,A0A382TN05,0.361,118
A0A380TAR9,A0A6J5ZBM4,0.368,117
A0A380TAR9,A0A381XUL9,0.369,117
A0A380TAR9,A0A381ZVK2,0.38,117
A0A380TAR9,A0A645G9J6,0.362,114
A0A380TAR9,A0A381TAP7,0.358,114
A0A380TAR9,A0A382YNP5,0.348,112
A0A380TAR9,A0A6J6BMV8,0.345,112
A0A380TAR9,A0A382BSA6,0.356,111
A0A380TAR9,A0A382BJP1,0.339,110
A0A380TAR9,A0A381SM42,0.34,108
A0A380TAR9,A0A382JQW3,0.347,106
A0A380TAR9,A0A381YCQ9,0.341,105
A0A380TAR9,A0A6J6FLY4,0.322,105
A0A380TAR9,A0A383EVV5,0.387,104
A0A380TAR9,A0A644WAX3,0.329,103
A0A380TAR9,A0A381NTP3,0.335,102
A0A380TAR9,A0A381Z5C4,0.333,100
A0A380TAR9,A0A381QJF2,0.383,100
A0A380TAR9,A0A381W471,0.33,98
A0A380TAR9,A0A644ZDJ2,0.328,98
A0A380TAR9,A0A381RUV8,0.312,97
A0A380TAR9,A0A381UMH9,0.311,97
A0A380TAR9,A0A382AXX9,0.327,95
A0A380TAR9,A0A6J6D5R5,0.321,94
A0A380TAR9,A0A381YI49,0.372,90
J9GKY5,J9G945,0.855,971
J9GKY5,J9GUP8,0.851,966
J9GKY5,J9D059,0.549,553
J9GKY5,A0A5J4RSB5,0.459,451
J9GKY5,A0A5J4RD69,0.456,447
J9GKY5,A0A644Z1I5,0.459,446
J9GKY5,A0A644VAA7,0.454,445
J9GKY5,A0A5J4SQP5,0.451,441
J9GKY5,A0A5J4RMY9,0.449,440
J9GKY5,A0A644YGI6,0.448,437
J9GKY5,A0A5J4R632,0.459,436
J9GKY5,A0A5J4RLZ5,0.446,436
J9GKY5,A0A5J4S2M0,0.442,429
J9GKY5,A0A5J4ST39,0.441,429
J9GKY5,A0A5J4RAH0,0.436,417
J9GKY5,A0A644TTV5,0.433,415
J9GKY5,A0A5J4RGF7,0.43,413
J9GKY5,A0A644TZ87,0.422,405
J9GKY5,D9PEU5,0.38,352
J9GKY5,A0A644WB33,0.375,342
J9GKY5,A0A3B0U7R6,0.368,336
J9GKY5,A0A644X3D0,0.368,335
J9GKY5,A0A5J4R5H0,0.439,323
J9GKY5,A0A644YC72,0.352,314
J9GKY5,A0A5J4PYV6,0.414,294
J9GKY5,A0A644V8K5,0.332,278
J9GKY5,A0A5J4Q1M0,0.49,265
J9GKY5,A0A644V8Y5,0.31,259
J9GKY5,A0A5J4PMB9,0.473,239
J9GKY5,A0A645G851,0.512,190
J9GKY5,K1U1E7,0.469,183
J9GKY5,A0A5J4PVG7,0.507,181
J9GKY5,X1SXZ0,0.363,156
J9GKY5,A0A5J4Q1Q4,0.355,153
J9GKY5,K1RQ62,0.343,151
J9GKY5,X1H9X9,0.394,133
J9GKY5,K1V2N0,0.468,109
J9GKY5,D9PIE9,0.302,88
A0A644X3D0,D9PEU5,0.756,714
A0A644X3D0,A0A644WB33,0.655,603
A0A644X3D0,A0A644YC72,0.538,469
A0A644X3D0,A0A3B0U7R6,0.532,466
A0A644X3D0,A0A644V8K5,0.529,440
A0A644X3D0,A0A5J4RLZ5,0.466,393
A0A644X3D0,A0A644TZ87,0.467,388
A0A644X3D0,A0A5J4SQP5,0.459,387
A0A644X3D0,A0A5J4RMY9,0.461,386
A0A644X3D0,A0A644Z1I5,0.462,377
A0A644X3D0,A0A644YGI6,0.446,377
A0A644X3D0,A0A5J4S2M0,0.455,377
A0A644X3D0,A0A644VAA7,0.447,372
A0A644X3D0,A0A5J4RSB5,0.445,369
A0A644X3D0,A0A5J4RD69,0.443,367
A0A644X3D0,A0A644TTV5,0.441,365
A0A644X3D0,J9D059,0.45,364
A0A644X3D0,A0A5J4R632,0.456,361
A0A644X3D0,A0A5J4ST39,0.426,349
A0A644X3D0,J9G945,0.374,346
A0A644X3D0,A0A5J4RGF7,0.421,344
A0A644X3D0,A0A5J4RAH0,0.426,341
A0A644X3D0,J9GKY5,0.367,334
A0A644X3D0,J9GUP8,0.363,331
A0A644X3D0,A0A644V8Y5,0.37,290
A0A644X3D0,A0A5J4R5H0,0.443,274
A0A644X3D0,A0A5J4PYV6,0.41,244
A0A644X3D0,K1RQ62,0.582,232
A0A644X3D0,A0A5J4Q1Q4,0.498,232
A0A644X3D0,A0A5J4Q1M0,0.42,211
A0A644X3D0,A0A5J4PMB9,0.41,194
A0A644X3D0,A0A645G851,0.485,166
A0A644X3D0,A0A5J4PVG7,0.435,153
A0A644X3D0,X1H9X9,0.407,151
A0A644X3D0,X1SXZ0,0.357,147
A0A644X3D0,K1U1E7,0.41,146
A0A644X3D0,A0A0F9RZA5,0.35,129
A0A644X3D0,D9PIE9,0.336,106
A0A644X3D0,K1V2N0,0.385,103
A0A5J4RMY9,A0A5J4SQP5,0.925,891
A0A5J4RMY9,A0A5J4RLZ5,0.916,876
A0A5J4RMY9,A0A5J4S2M0,0.912,872
A0A5J4RMY9,A0A5J4RSB5,0.846,801
A0A5J4RMY9,A0A5J4RD69,0.838,792
A0A5J4RMY9,A0A5J4R632,0.858,779
A0A5J4RMY9,A0A5J4ST39,0.771,721
A0A5J4RMY9,A0A5J4RGF7,0.759,703
A0A5J4RMY9,A0A5J4RAH0,0.765,701
A0A5J4RMY9,A0A5J4R5H0,0.845,591
A0A5J4RMY9,A0A644Z1I5,0.638,566
A0A5J4RMY9,A0A644VAA7,0.626,558
A0A5J4RMY9,A0A644YGI6,0.612,550
A0A5J4RMY9,A0A5J4PYV6,0.755,521
A0A5J4RMY9,J9D059,0.572,496
A0A5J4RMY9,A0A644TZ87,0.553,483
A0A5J4RMY9,A0A644TTV5,0.544,474
A0A5J4RMY9,J9GKY5,0.451,443
A0A5J4RMY9,J9G945,0.45,441
A0A5J4RMY9,J9GUP8,0.443,433
A0A5J4RMY9,A0A5J4Q1M0,0.756,428
A0A5J4RMY9,A0A644WB33,0.477,400
A0A5J4RMY9,A0A5J4PMB9,0.748,399
A0A5J4RMY9,D9PEU5,0.476,399
A0A5J4RMY9,A0A644X3D0,0.469,394
A0A5J4RMY9,A0A3B0U7R6,0.456,377
A0A5J4RMY9,A0A644YC72,0.446,363
A0A5J4RMY9,A0A644V8K5,0.431,334
A0A5J4RMY9,A0A5J4PVG7,0.784,310
A0A5J4RMY9,A0A644V8Y5,0.353,270
A0A5J4RMY9,A0A645G851,0.681,253
A0A5J4RMY9,K1U1E7,0.599,236
A0A5J4RMY9,K1RQ62,0.45,182
A0A5J4RMY9,A0A5J4Q1Q4,0.407,172
A0A5J4RMY9,X1SXZ0,0.371,153
A0A5J4RMY9,X1H9X9,0.38,137
A0A5J4RMY9,A0A0F9RZA5,0.317,119
A0A5J4RMY9,K1V2N0,0.497,118
A0A5J4RMY9,D9PIE9,0.334,92
A0A2P2C4M0,A0A2P2CJC4,0.863,861
A0A2P2CFV8,A0A2P2C5B8,0.871,638
A0A2P2CFV8,A0A644WVX9,0.333,172
A0A2P2CFV8,A0A645BL84,0.322,167
A0A0W8F1J4,A0A098EB84,0.589,315
A0A0W8F1J4,A0A6J5ZEX1,0.428,213
A0A0W8F1J4,A0A381VFE6,0.423,210
A0A0W8F1J4,A0A382GMT6,0.414,202
A0A0W8F1J4,A0A381Y5A0,0.414,202
A0A0W8F1J4,A0A381SC57,0.391,200
A0A0W8F1J4,A0A381RW23,0.384,196
A0A0W8F1J4,A0A381RW63,0.396,192
A0A0W8F1J4,A0A381NR38,0.389,186
A0A0W8F1J4,A0A382E8L3,0.381,181
A0A0W8F1J4,A0A382RT59,0.412,180
A0A0W8F1J4,A0A382D7U8,0.356,169
A0A0W8F1J4,A0A381TW63,0.376,168
A0A0W8F1J4,A0A381TYK3,0.376,167
A0A0W8F1J4,A0A380TET7,0.353,162
A0A0W8F1J4,A0A484SGW9,0.33,149
A0A0W8F1J4,A0A381ZHP8,0.343,143
A0A0W8F1J4,A0A644Z1Q8,0.422,128
A0A381QS69,A0A382ZGK5,0.368,40
A0A644T1Y2,A0A484SME1,0.486,535
A0A644T1Y2,A0A381X0A0,0.48,521
A0A644T1Y2,A0A0W8FYX4,0.41,395
A0A644T1Y2,A0A644WU53,0.35,385
A0A644T1Y2,A0A644UE91,0.381,383
A0A644T1Y2,A0A644X6C2,0.376,379
A0A644T1Y2,A0A644UXQ3,0.378,376
A0A644T1Y2,A0A644U9H2,0.319,323
A0A6C0J4R2,A0A6C0CBD7,0.355,243
A0A381R9Y2,A0A380TFT6,0.49,665
A0A381R9Y2,A0A381SW73,0.38,402
A0A381R9Y2,A0A381PW46,0.32,369
A0A381R9Y2,A0A381NFA7,0.317,360
A0A644TLT6,A0A645JM79,0.735,182
A0A644TLT6,A0A644W3K2,0.499,112
A0A644TLT6,A0A381UV11,0.398,89
A0A644TLT6,A0A6J6FN67,0.356,76
A0A644TLT6,A0A094R0S2,0.347,73
A0A644TLT6,A0A6J5ZN98,0.359,72
A0A644TLT6,A0A6J6B8S8,0.337,70
A0A644TLT6,A0A6J6CGW0,0.337,70
A0A644TLT6,A0A6J6FAA5,0.341,68
A0A644TLT6,A0A6J6F2I8,0.335,67
A0A644TLT6,A0A094QIB6,0.334,63
A0A644TLT6,A0A380TGB7,0.3,51
A0A644TLT6,A0A6J6CFV0,0.331,49
A0A6J6DF89,A0A2P2C2E2,0.504,205
A0A6J6DF89,A0A645FLN7,0.378,143
A0A6J6DF89,A0A644YXH7,0.373,131
A0A6J6DF89,A0A382HM80,0.361,125
A0A644VAA7,A0A644Z1I5,0.834,767
A0A644VAA7,A0A5J4RSB5,0.658,592
A0A644VAA7,A0A5J4RD69,0.655,589
A0A644VAA7,A0A644YGI6,0.646,589
A0A644VAA7,A0A5J4R632,0.67,581
A0A644VAA7,A0A5J4RLZ5,0.633,568
A0A644VAA7,A0A5J4S2M0,0.627,560
A0A644VAA7,A0A5J4RMY9,0.627,560
A0A644VAA7,A0A5J4ST39,0.626,558
A0A644VAA7,A0A5J4SQP5,0.617,558
A0A644VAA7,A0A5J4RAH0,0.627,553
A0A644VAA7,A0A5J4RGF7,0.614,544
A0A644VAA7,J9D059,0.612,539
A0A644VAA7,A0A644TZ87,0.579,522
A0A644VAA7,A0A644TTV5,0.566,498
A0A644VAA7,J9G945,0.47,464
A0A644VAA7,J9GUP8,0.469,464
A0A644VAA7,J9GKY5,0.458,449
A0A644VAA7,A0A5J4R5H0,0.662,445
A0A644VAA7,A0A644WB33,0.491,408
A0A644VAA7,A0A5J4PYV6,0.599,390
A0A644VAA7,A0A644X3D0,0.456,383
A0A644VAA7,D9PEU5,0.455,381
A0A644VAA7,A0A644YC72,0.449,371
A0A644VAA7,A0A3B0U7R6,0.447,361
A0A644VAA7,A0A644V8K5,0.441,342
A0A644VAA7,A0A645G851,0.862,327
A0A644VAA7,A0A5J4Q1M0,0.591,318
A0A644VAA7,A0A644V8Y5,0.379,301
A0A644VAA7,A0A5J4PMB9,0.578,292
A0A644VAA7,A0A5J4PVG7,0.66,253
A0A644VAA7,K1U1E7,0.547,211
A0A644VAA7,A0A5J4Q1Q4,0.414,173
A0A644VAA7,K1RQ62,0.425,166
A0A644VAA7,X1SXZ0,0.348,141
A0A644VAA7,X1H9X9,0.38,137
A0A644VAA7,A0A0F9RZA5,0.344,133
A0A644VAA7,K1V2N0,0.499,126
A0A644VAA7,D9PIE9,0.353,107
A0A644TR86,A0A381TAP7,0.492,178
A0A644TR86,A0A6J6BED1,0.486,177
A0A644TR86,A0A382BSA6,0.483,175
A0A644TR86,A0A382WL77,0.496,172
A0A644TR86,A0A381NTP3,0.48,171
A0A644TR86,A0A644YX24,0.475,169
A0A644TR86,A0A381SM42,0.463,168
A0A644TR86,A0A2H9TBZ9,0.469,167
A0A644TR86,A0A381XUL9,0.466,165
A0A644TR86,A0A2P2C335,0.461,164
A0A644TR86,A0A644WAX3,0.448,162
A0A644TR86,A0A644XIS9,0.456,162
A0A644TR86,A0A381UKZ5,0.446,159
A0A644TR86,A0A381Z5C4,0.451,158
A0A644TR86,A0A645BU40,0.456,156
A0A644TR86,A0A382TN05,0.431,155
A0A644TR86,A0A645G9J6,0.445,154
A0A644TR86,A0A6J6AEE3,0.44,154
A0A644TR86,A0A2P2C6S4,0.427,153
A0A644TR86,A0A644ZDJ2,0.449,152
A0A644TR86,A0A6J5ZDS3,0.43,150
A0A644TR86,A0A381ZVK2,0.449,149
A0A644TR86,A0A6J6F1Z8,0.423,149
A0A644TR86,A0A645B269,0.428,148
A0A644TR86,A0A380TAR9,0.433,147
A0A644TR86,A0A6J6ASR3,0.426,146
A0A644TR86,A0A094PXK9,0.414,145
A0A644TR86,A0A381RUV8,0.399,143
A0A644TR86,A0A6J5ZBM4,0.418,142
A0A644TR86,A0A381YCQ9,0.43,142
A0A644TR86,A0A6J6CM05,0.403,137
A0A644TR86,A0A382JQW3,0.398,137
A0A644TR86,A0A6J6BMV8,0.384,135
A0A644TR86,A0A094PRH3,0.412,134
A0A644TR86,A0A381UMH9,0.386,132
A0A644TR86,A0A484RFP6,0.401,131
A0A644TR86,A0A381PM74,0.395,129
A0A644TR86,A0A382YNP5,0.389,129
A0A644TR86,A0A382J1X9,0.393,128
A0A644TR86,A0A6J6FLY4,0.367,126
A0A644TR86,A0A381Q0T0,0.391,123
A0A644TR86,A0A382AXX9,0.387,121
A0A644TR86,A0A381YI49,0.449,120
A0A644TR86,A0A382BJP1,0.358,117
A0A644TR86,A0A382X5I9,0.413,116
A0A644TR86,A0A382BC58,0.35,114
A0A644TR86,A0A6J6D5R5,0.35,111
A0A644TR86,A0A381QJF2,0.389,108
A0A644TR86,A0A383EVV5,0.387,103
A0A644TR86,A0A381W471,0.326,100
A0A645FLN7,A0A644YXH7,0.458,176
A0A645FLN7,A0A382HM80,0.404,147
A0A645FLN7,A0A6J6DF89,0.381,146
A0A645FLN7,A0A2P2C2E2,0.38,142
A0A6J6DT46,A0A6J6ENE8,0.799,580
A0A6J6DT46,A0A6J6G9W7,0.762,538
A0A6J6DT46,A0A6J6C6I2,0.657,459
A0A6J6DT46,A0A6J6CMA0,0.634,439
A0A6J6DT46,A0A6J6C905,0.617,370
A0A6J6DT46,A0A381RRI3,0.453,278
A0A6J6DT46,A0A6J6F845,0.444,270
A0A6J6DT46,A0A2P2CF46,0.428,260
A0A6J6DT46,A0A2P2CJE0,0.428,259
A0A6J6DT46,A0A381RJX3,0.43,259
A0A6J6DT46,A0A645BL16,0.416,250
A0A6J6DT46,A0A644YVS3,0.415,249
A0A6J6DT46,A0A0W8G662,0.418,249
A0A6J6DT46,A0A644VAT7,0.416,246
A0A6J6DT46,A0A382ARZ7,0.411,243
A0A6J6DT46,A0A382BJ82,0.408,242
A0A6J6DT46,A0A381Q4W5,0.402,239
A0A6J6DT46,A0A382GPZ3,0.403,238
A0A6J6DT46,A0A380TGZ6,0.392,228
A0A6J6DT46,A0A381RMW8,0.377,217
A0A6J6DT46,A0A484H950,0.369,214
A0A6J6DT46,A0A382FIY4,0.396,212
A0A6J6DT46,A0A645FCJ9,0.436,211
A0A644V8Y5,A0A644TZ87,0.375,296
A0A644V8Y5,D9PEU5,0.373,293
A0A644V8Y5,A0A644TTV5,0.369,287
A0A644V8Y5,A0A644VAA7,0.37,286
A0A644V8Y5,A0A3B0U7R6,0.366,286
A0A644V8Y5,A0A644X3D0,0.367,284
A0A644V8Y5,A0A644WB33,0.366,283
A0A644V8Y5,A0A5J4RSB5,0.355,274
A0A644V8Y5,A0A5J4RD69,0.351,270
A0A644V8Y5,A0A644YC72,0.353,269
A0A644V8Y5,A0A644YGI6,0.355,269
A0A644V8Y5,A0A5J4SQP5,0.347,265
A0A644V8Y5,A0A644V8K5,0.357,263
A0A644V8Y5,A0A644Z1I5,0.351,263
A0A644V8Y5,A0A5J4RLZ5,0.341,260
